Model_name,Classes,Precision,Recall,F1_Score,Support,Training_Time,Predicting_Time
KNN_2,Class-0,0.9990296803652968,0.9986534752889893,0.9988415424035426,87633.0,0.0007285157839457194,9.779687178134918
KNN_2,Class-1,0.75,0.5131578947368421,0.6093750000000001,76.0,0.0007285157839457194,9.779687178134918
KNN_2,Class-2,0.9955947136563876,0.9989953787422142,0.9972921472269582,4977.0,0.0007285157839457194,9.779687178134918
KNN_2,Class-3,0.9748700173310225,0.9631849315068494,0.9689922480620154,1168.0,0.0007285157839457194,9.779687178134918
KNN_2,Class-4,0.9909677419354839,0.9996745850959974,0.9953021221448242,6146.0,0.0007285157839457194,9.779687178134918
KNN_2,accuracy,0.99795,0.99795,0.99795,0.99795,0.0007285157839457194,9.779687178134918
KNN_2,macro avg,0.9420924306576381,0.8947332530741786,0.9139606119674681,100000.0,0.0007285157839457194,9.779687178134918
KNN_2,weighted avg,0.9978917879149802,0.99795,0.9979022619063673,100000.0,0.0007285157839457194,9.779687178134918
