Model_name,Classes,Precision,Recall,F1_Score,Support,Training_Time,Predicting_Time
SVM_2,Class-0,0.9776360727536791,0.9832140860178243,0.980417145523025,87633.0,219.70538437366486,7.797742728392283
SVM_2,Class-1,0.0,0.0,0.0,76.0,219.70538437366486,7.797742728392283
SVM_2,Class-2,0.9750170338405633,0.8625678119349005,0.9153518123667377,4977.0,219.70538437366486,7.797742728392283
SVM_2,Class-3,0.0,0.0,0.0,1168.0,219.70538437366486,7.797742728392283
SVM_2,Class-4,0.8169882100750268,0.9921900423039375,0.896105804555474,6146.0,219.70538437366486,7.797742728392283
SVM_2,accuracy,0.96553,0.96553,0.96553,0.96553,219.70538437366486,7.797742728392283
SVM_2,macro avg,0.5539282633338539,0.5675943880513324,0.5583749524890473,100000.0,219.70538437366486,7.797742728392283
SVM_2,weighted avg,0.9554705128016877,0.96553,0.9598006795856645,100000.0,219.70538437366486,7.797742728392283
